# 大连理工情感词汇本体·轻量版(word\tintensity) 生成:2026-08-19
# 来源: github.com/yizhanmiao/DLUT-Emotionontology 情感词汇.csv(27466词)
# 清洗: 纯中文2-8字; 主+辅助情感取最高强度; 不按极性过滤(DLUT极性列有噪声,强词也标中性)
# 引用: 徐琳宏,林鸿飞,潘宇,等.情感词汇本体的构造[J].情报学报,2008,27(2):180-185.
# 许可: 学术研究用途, 商用联系 irlab@dlut.edu.cn
一步登天	5
一毛不拔	7
一民同俗	9
一气一个死	9
一波三折	9
一流	7
一浆十饼	3
一清二楚	5
一清二白	5
一清如水	7
一潭死水	7
一片丹心	5
一片至诚	5
一物不知	3
一狐之腋	5
一琴一鹤	7
一瓣心香	5
一登龙门	3
一盘散沙	5
一目了然	3
一目十行	3
一知半解	5
一碗水端平	9
一秉至公	7
一窍不通	7
一窝蜂	7
一笑干金	7
一笑置之	5
一笔一划	7
一笔不苟	9
一筹莫展	9
一箭双雕	5
一簧两舌	7
一级	9
一纸空文	5
一统天下	9
一脸横肉	9
一臂之力	1
一若以往	9
一草一木	5
一蛇两头	9
一衣带水	7
一表人才	5
一表堂堂	5
一表非俗	3
一表非凡	9
一见倾心	5
一见如故	3
一见钟情	7
一视同仁	1
一触即发	5
一触即溃	9
一言九鼎	6
一言以蔽之	7
一言半语	6
一言堂	7
一言难尽	7
一语破的	5
一语道破	3
一误再误	7
一诺千金	7
一诺干金	7
一败如水	7
一败涂地	7
一贫如洗	7
一路福星	5
一路顺风	5
一蹴而就	7
一蹶不振	7
一身是胆	5
一身正气	9
一身清白	7
一身都是胆	5
一轨同风	9
一针见血	5
一钱不值	7
一钱如命	9
一锹掘个井	7
一门心思	9
一问三不知	3
一隅	7
一隅之见	5
一面之词	3
一颦一笑	9
一颦一笑胁肩谄笑	9
一饭千金	5
一马当先	7
一鳞半爪	1
一鸣惊人	7
一鼓作气	5
一鼻孔出气	5
丁一卯二	3
丁一确二	3
丁忧	7
丁香	9
七上八下	7
七口八嘴	3
七夕	6
七慌八乱	7
七手八脚	3
七拱八翘	3
七拼八凑	3
七捞八攘	3
七步之才	3
七步八叉	5
七步成章	3
七步成诗	7
七死八活	9
七窍冒火	9
七窍玲珑	5
七窍生烟	7
七老八十	3
七舌八嘴	5
七行俱下	3
七贞九烈	7
七零八落	7
七颠八倒	3
七首八脚	5
万不得已	9
万事亨通	7
万人空巷	9
万众一心	7
万全之策	5
万变不离其宗	1
万古不变	5
万古千秋	8
万古流芳	9
万古长青	9
万夫不当	7
万夫莫当	9
万家灯火	5
万家生佛	7
万寿无疆	9
万幸	9
万念俱灰	9
万恶	7
万无一失	9
万死一生	9
万死不辞	1
万民涂炭	9
万流景仰	7
万箭攒心	9
万箭穿心	9
万紫千红	5
万象更新	7
万里江河	9
万里长城	1
万顷之陂	5
万马奔腾	9
万马齐喑	7
三人成虎	5
三从四德	5
三光政策	7
三六九等	5
三分鼎足	9
三十而立	5
三反四覆	5
三台八座	5
三吐三握	5
三复斯言	5
三天打鱼两天晒网	7
三头两日	5
三头两面	3
三头二面	7
三头八臂	5
三头六臂	5
三头六证	5
三好	5
三好两歉	5
三好两歹	5
三好二怯	5
三媒六证	5
三寸不烂之舌	5
三寸之舌	7
三对六面	1
三尸五鬼	5
三差两错	5
三平二满	5
三年不窥园	7
三年化碧	5
三心两意	5
三心二意	7
三思而行	1
三户亡秦	5
三日新妇	5
三旨相公	5
三旬九食	3
三星高照	3
三昧	3
三智五猜	5
三曹对案	1
三朝元老	5
三期贤佞	5
三槐九棘	5
三求四告	5
三沐三薰	5
三清四白	5
三灾八难	5
三灾六难	5
三生有幸	3
三病四痛	5
三纸无驴	5
三翻四复	5
三翻四覆	5
三臡八菹	5
三般两样	7
三花脸	5
三言讹虎	5
三谏之义	5
三贞九烈	5
三贞五烈	5
三跪九叩	5
三过其门而不入	9
三迭阳关	7
三釁三浴	5
三长两短	3
三长四短	5
三阳交泰	5
三阳开泰	7
三顾茅庐	7
三顾草庐	5
三风十愆	7
三魂出窍	7
上上	7
上下一心	5
上下其手	9
上下同心	5
上下同欲	5
上不得台盘	5
上乘	5
上书	5
上交不谄	3
上人	3
上供	5
上刑	5
上劲	3
上升	3
上口	3
上吊	7
上品	7
上坟	5
上士	5
上天入地	5
上天无路	5
上好	5
上宾	5
上将	5
上峰	3
上座	5
上慢下暴	7
上房	5
上手	7
上报	3
上援下推	5
上校	3
上梁不正下梁歪	7
上楼去梯	7
上流	3
上火	3
上照	3
上窜下跳	5
上第	5
上等	5
上等兵	5
上策	3
上级	3
上缴	3
上行下效	3
上赶	7
上赶着	7
上辈	3
上进	5
上钩	7
上镜	5
上风	1
下三滥	9
下三烂	7
下不了台	7
下不来	3
下不来台	7
下作	7
下凡	3
下台	3
下品	7
下场	7
下子	1
下情上达	7
下气怡声	1
下水	3
下流	7
下游	7
下界	3
下笔千言	3
下笔成章	5
下笔成篇	7
下笔有神	5
下第	5
下等	7
下策	3
下脚货	3
下药	5
下贱	9
下车作威	5
下车泣罪	7
下酒	3
下阪走丸	7
下陵上替	5
下风	3
下饭	3
不三不四	7
不下于	5
不世之功	9
不中	5
不丰不杀	5
不为五斗米折腰	7
不为人知	7
不主故常	3
不义	7
不义之财	7
不了	7
不了不当	5
不了了之	3
不二法门	1
不亢不卑	7
不亦乐乎	5
不人道	7
不仁	7
不仁不义	9
不今不古	3
不以一眚掩大德	1
不以为奇	5
不以为意	5
不以为然	7
不以为耻	7
不以人废言	5
不伏烧埋	5
不伐其功	3
不伦不类	7
不佞	5
不便	7
不俗	5
不修边幅	7
不值一哂	5
不值一提	3
不值一文	9
不值一笑	5
不值一钱	7
不值一顾	5
不假思索	3
不偏不倚	5
不偏不党	5
不像话	9
不僧不俗	5
不克	3
不免	5
不入时宜	5
不公	7
不共戴天	9
不关痛痒	7
不兴	7
不冷不热	7
不凉不酸	5
不凡	9
不分彼此	7
不分畛域	5
不分皁白	5
不分皂白	7
不分青白	5
不分青红皂白	7
不切实际	7
不刊之论	5
不利	7
不到黄河心不死	7
不力	7
不务正业	7
不务空名	5
不劣方头	5
不动声色	3
不动摇	1
不劳而获	7
不卑不亢	5
不即不离	3
不厌其烦	5
不厌其详	3
不及	5
不召而来	5
不可	7
不可一世	7
不可企及	7
不可偏废	1
不可告人	7
不可多得	5
不可思议	7
不可或缺	3
不可挽回	7
不可捉摸	5
不可救药	7
不可教训	5
不可理喻	7
不可磨灭	9
不可究诘	7
不可终日	7
不可胜言	8
不可逾越	7
不合时宜	7
不合理	7
不同凡响	9
不同寻常	3
不同戴天	9
不同流俗	5
不名一文	7
不名一格	5
不名一钱	1
不名誉	7
不吐不茹	5
不吝	3
不吝金玉	5
不含糊	5
不周	7
不咎既往	5
不咸不淡	5
不啻	7
不因人热	5
不图	5
不在话下	5
不坚定	5
不堪	9
不堪一击	7
不堪入目	9
不堪入耳	7
不堪其忧	7
不堪回首	7
不堪设想	7
不堪造就	9
不复堪命	9
不外	5
不够	7
不大离	5
不失为	5
不失毫厘	3
不夷不惠	3
不好	7
不好惹	1
不好意思	7
不好过	7
不如	7
不如意事常八九	3
不妥	7
不媿下学	5
不存芥蒂	7
不孝	7
不学无术	7
不学无识	5
不宁	9
不安	7
不安于室	5
不定	7
不宜	7
不容	7
不容怀疑	7
不容置喙	7
不容置疑	9
不容置辩	5
不寒而栗	7
不对	7
不对茬儿	7
不尴不尬	9
不屈	5
不屈不挠	7
不屑一顾	7
不屑于	7
不巧	7
不差毫发	3
不干不净	7
不平	7
不平则鸣	7
不平等条约	7
不幸	9
不废江河	5
不廉	7
不开化	7
不弃草昧	5
不当	7
不待见	7
不徇私情	5
不徐不疾	3
不得了	9
不得人心	7
不得其所	5
不得其死	3
不得劲	7
不得善终	5
不得已	7
不得要领	7
不忍	5
不忍释手	7
不忘久要	3
不忘故剑	3
不忘故旧	3
不忘沟壑	7
不快	7
不忮不求	5
不念旧恶	7
不忿	7
不怀好意	7
不怎么样	3
不怕	5
不恤	5
不恶而严	7
不患	5
不悦	7
不情之请	1
不惜	7
不愧	5
不愧不作	7
不愧屋漏	7
不慌不忙	3
不慎	7
不懈	3
不懈怠	3
不成	7
不成体统	7
不成器	7
不成才	5
不成材	7
不成样子	7
不成话	7
不才	7
不打自招	5
不扬	7
不折不扣	5
不护细行	5
不拔一毛	5
不拘一格	5
不拘小节	3
不拘形迹	3
不择手段	7
不择生冷	5
不挠不屈	5
不挠不折	5
不揣冒昧	5
不攻自破	1
不敏	5
不教而诛	5
不敢告劳	5
不敢当	3
不敢越雷池一步	5
不敬	7
不整齐	7
不敷	5
不文不武	5
不料	7
不旋踵	5
不无裨益	1
不无道理	1
不时之需	1
不明不白	7
不易	7
不易之论	5
不是	7
不是味儿	7
不是滋味	7
不是滋味儿	7
不是玩儿的	5
不是话	7
不晓世务	5
不景气	7
不暇	5
不更事	7
不服气	3
不朗不秀	5
不期	7
不期然而然	3
不期而然	7
不期而遇	3
不朽	7
不染一尘	5
不栉进士	5
不根之论	5
不欺暗室	5
不欺闇室	5
不步人脚	5
不武断	1
不死不活	5
不毛之地	5
不求甚解	3
不治之症	5
不泄气	1
不法	7
不法常可	5
不洁	9
不测	7
不测之罪	5
不济	7
不济事	7
不消	7
不清不楚	7
不清不白	7
不渝	7
不满	7
不爽毫发	5
不爽累黍	5
不甘	9
不甘后人	5
不甘心	7
不甘示弱	7
不甘雌伏	5
不由分说	3
不由自主	7
不畏强暴	7
不畏艰险	5
不疼不痒	7
不痛不痒	7
不痴不聋	3
不登大雅	5
不直一文	5
不直一钱	5
不相闻问杜门谢客	5
不省人事	7
不看了了	3
不看僧面看佛面	1
不着调	7
不着边际	7
不矜不伐	3
不知利害	5
不知天高地厚	5
不知头脑	5
不知好歹	5
不知寝食	5
不知就里	5
不知所为	5
不知所云	7
不知所从	5
不知所以	5
不知所厝	5
不知所措	7
不知所错	5
不知死活	5
不知深浅	3
不知甘苦	7
不知疲倦	3
不知疼痒	5
不知痛痒	5
不知羞耻	7
不知肉味	5
不知薡蕫	5
不知轻重	7
不知进退	5
不知颠倒	5
不知高下	5
不知高低	7
不破不立	7
不磷不缁	5
不祥	7
不祥之兆	7
不祧之宗	5
不祧之祖	7
不私其利	7
不稂不莠	7
不稳平衡	5
不稼不穑	5
不端	7
不符	7
不简单	5
不管三七二十一	7
不管不顾	3
不经之语	5
不经之说	5
不经之谈	7
不绝如缕	7
不置褒贬	3
不羁	7
不羁之才	5
不耐烦	7
不耻下问	5
不耻最后	8
不肖	7
不肖子孙	5
不胜	7
不胜其任	3
不胜其烦	7
不胜其苦	5
不胜衣	1
不能赞一词	3
不脩边幅	5
不自满假	5
不自量	5
不自量力	7
不舞之鹤	5
不良	7
不苟	3
不苟言笑	5
不落俗套	5
不落窠臼	5
不落边际	5
不蔓不支	5
不蔓不枝	3
不虞之誉	3
不行	7
不衫不履	3
不要脸	7
不见天日	7
不见得	5
不见棺材不落泪	5
不见经传	3
不觉技痒	5
不解之缘	1
不言而信	6
不讳之朝	5
不讳之路	5
不讳之门	5
不识一丁	5
不识不知	5
不识东家	5
不识之无	5
不识人间有羞耻事	7
不识大体	3
不识好歹	5
不识局面	5
不识抬举	5
不识时务	3
不识时变	3
不识泰山	5
不识起倒	5
不识闲儿	3
不详	7
不谓	7
不败之地	9
不费力	3
不费吹灰之力	3
不赖	3
不起眼	7
不起眼儿	7
不足	7
不足为凭	3
不足为外人道	7
不足为据	7
不足取	7
不足挂齿	7
不足轻重	9
不足道	7
不足齿数	5
不轨	7
不辞而别	3
不辨菽粟	5
不辨菽麦	7
不辨龙蛇	5
不辩菽麦	5
不过	5
不过如此	3
不过尔尔	3
不过意	7
不近人情	7
不近情理	7
不远千里	5
不迭	5
不适	7
不逊	7
不透明	7
不通水火	5
不逞	7
不逞之徒	5
不速之客	3
不遂	7
不遑	7
不道	7
不道德	7
不遗余力	7
不遗巨细	5
不避斧钺	5
不避斧铽	6
不避水火	5
不避汤火	5
不避艰险	7
不郎不秀	7
不错	3
不错眼	7
不问三七二十一	7
不问不界	1
不问是非情由	7
不问皁白	5
不问青红皂白	7
不间不界	5
不闻不问	7
不阴不阳	5
不雅	7
不露圭角	3
不露声色	3
不露斤斧	5
不韪	7
不顺心	3
不顾	7
不食之地	5
不食周粟	7
不食烟火	5
不骄不躁	5
不齿	7
不齿于人	5
与世俯仰	7
与世偃仰	5
与世无争	7
与世沈浮	5
与世沉浮	5
与世浮沉	5
与世长辞	7
与人为善	5
与国	3
与日俱增	5
与时沉浮	3
与民同乐	5
与民更始	3
与物无忤	7
与虎添翼	5
与虎谋皮	9
丑事	7
丑八怪	7
丑剧	7
丑化	7
丑史	7
丑婆子	7
丑态	7
丑态毕露	9
丑态百出	5
丑恶	7
丑类	7
丑行	7
丑角	7
丑诋	7
丑话	7
丑闻	7
丑陋	7
专一	5
专制	7
专家	3
专心	5
专心一志	5
专心致志	7
专擅	7
专断	7
专权	7
专横	7
专横跋扈	7
专欲难成	5
专注	5
专著	7
专诚	3
专长	3
且慢	5
世事纷扰	5
世交	5
世仇	7
世俗	7
世兄	5
世外桃源	3
世弊	7
世态炎凉	9
世故	7
世殊事异	3
世界主义	5
世界级	3
世风日下	7
丙夜	3
业精于勤	7
业绩	3
业障	7
东倒西歪	7
东偷西摸	5
东冲西决	5
东冲西撞	5
东劳西燕	5
东南之宝	5
东南之秀	5
东南之美	5
东央西告	5
东央西浼	5
东奔西走	1
东家效颦	5
东山再起	7
东山高卧	5
东床佳婿	5
东床姣婿	5
东床娇婿	5
东床娇客	5
东张西望	1
东扯西拉	5
东扶西例	5
东扶西倒	5
东抄西袭	5
东拉西扯	3
东拼西凑	3
东捞西摸	5
东掩西遮	3
东摇西摆	5
东播西流	5
东支西吾	5
东敲西逼	5
东方不亮西方亮	5
东施效颦	5
东横西倒	5
东涂西抹	5
东游西荡	3
东游西逛	5
东滚西爬	5
东烘先生	3
东猎西渔	5
东磕西撞	5
东窗事发	7
东窗事犯	5
东窗消息	5
东窗计	5
东箭南金	7
东藏西躲	5
东诓西骗	5
东躲西藏	3
东闪西挪	5
东闪西躲	5
东闯西踱	5
东风	3
东食西宿	5
东鳞西爪	3
丝丝入扣	5
丝思发怨	8
丝毫不差	9
丢三忘四	5
丢三拉四	5
丢三落四	7
丢丑	9
丢人	7
丢人现眼	7
丢份	7
丢卒保车	5
丢掉	7
丢盔卸甲	5
丢盔弃甲	5
丢盔抛甲	5
丢脸	7
丢面子	7
丢魂丢魄	7
丢魂丧胆	7
丢魂失魄	7
两世为人	5
两两三三	1
两全其美	3
两头三绪	5
两头三面	5
两头和番	7
两头白面	3
两姓之好	5
两小无猜	9
两得其便	3
两意三心	7
两手空空	5
两相情原	9
两相情愿	3
两瞽相扶	3
两肋插刀	7
两肩荷口	7
两脚书橱	7
两袖清风	7
两败俱伤	3
两道三科	7
两难	7
两面三刀	7
两面二舌	3
两面光	7
两面派	5
严刑	5
严厉	7
严守	3
严密	3
严峻	7
严师出高徒	5
严慈	5
严整	5
严明	1
严格	7
严正	5
严气正性	5
严细	1
严肃	7
严苛	7
严谨	5
严酷	7
严重	7
严阵以待	5
丧乱	7
丧事	7
丧亡	7
丧偶	7
丧命	7
丧天害理	5
丧失	7
丧家	7
丧家之犬	7
丧家之狗	5
丧尽天良	9
丧师辱国	7
丧德	7
丧心病狂	9
丧明之痛	9
丧服	7
丧权辱国	9
丧气	9
丧礼	7
丧胆	7
丧胆游魂	5
丧胆销魂	9
丧葬	7
丧钟	7
丧魂失魄	5
丧魂落魄	9
个性鲜明	5
中伤	7
中允	5
中兴	5
中冓之言	5
中原逐鹿	5
中听	3
中坚	5
中外合璧	5
中奖	9
中山狼	7
中庸之道	3
中心摇摇	7
中心藏之	3
中意	5
中正	5
中流一壸	5
中流击揖	8
中流击楫	5
中流底柱	7
中流砥柱	7
中看	3
中立不倚	5
中肯	5
中西合璧	5
中计	7
中选	5
中邪	7
中饱私囊	9
中馈犹虚	3
中魔	7
丰亨豫大	5
丰功伟绩	9
丰功厚利	7
丰功懿德	7
丰功盛烈	7
丰功硕德	7
丰功茂德	7
丰厚	3
丰墙墝下	5
丰墙峭阯	5
丰姿冶丽	7
丰姿绰约	5
丰富	5
丰富多彩	5
丰年	3
丰收	3
丰沃	3
丰沛	1
丰润	5
丰满	5
丰登	3
丰盈	5
丰盛	5
丰硕	7
丰碑	7
丰稔	3
丰美	5
丰腴	3
丰茂	5
丰衣足食	5
丰赡	5
丰足	3
丰饶	5
串供	7
串通	7
串骗	7
临事而惧	3
临危不惧	5
临机处置	3
临机应变	3
临深履薄	5
临渴掘井	3
临阵磨枪	3
临阵脱逃	7
丸泥封关	5
丹书白马	5
丹凤朝阳	5
丹心	7
丹忱	5
丹楹刻桷	7
为丛驱雀	9
为人作嫁	7
为人宽厚	9
为人正直	9
为人说项	5
为善最乐	7
为国之哭	9
为国捐躯	7
为好成歉	7
为害	7
为富不仁	7
为山止篑	9
为德不卒	9
为德不终	7
为恶不悛	9
为所欲为	7
为民请命	7
为法自弊	7
为渊驱鱼	9
为虎作伥	7
为虎作张	7
为虎傅翼	7
为虎添翼	7
为虺弗摧	7
为蛇添足	7
为蛇画足	7
为裘为箕	5
为难	7
为非作恶	7
为非作歹	7
为鬼为蜮	9
主一无適	7
主人翁	3
主体	7
主使	7
主力	7
主力军	5
主力舰	5
主动	5
主子	5
主宰	7
主导	7
主少国疑	5
主心骨	5
主情造意	5
主敬存诚	7
主文谲谏	5
主权	7
主流	3
主犯	7
主要矛盾	5
主观	7
主观主义	7
主观唯心主义	7
主观能动性	7
主角	7
主谋	7
丽句清词	3
丽句清辞	3
丽日和风	5
丽藻春葩	3
举一反三	5
举一废百	5
举世无双	9
举世闻名	7
举国若狂	9
举手之劳	7
举措失当	3
举无遗策	7
举案齐眉	3
举棋不定	7
举止大方	3
举止失措	5
举止文雅	5
举止端庄	5
举止自若	3
举步维艰	7
举目无亲	3
举直错枉	3
举荐	7
举贤任能	5
举足轻重	5
举错得当	3
举鼎绝膑	5
乃心王室	9
久仰	7
久假不归	5
久客思归	5
久慕	3
久战沙场	1
久旱逢甘雨	7
久旱逢甘霖	9
久束湿薪	5
久经考验	3
久要不忘	7
义不容辞	1
义举	7
义仓	5
义务	5
义务劳动	5
义勇	7
义勇军	7
义卖	5
义士	5
义学	5
义师	5
义形于色	3
义愤	7
义愤填膺	7
义战	7
义无反顾	7
义正词严	7
义正辞严	7
义气	5
义演	5
义烈	5
义结金兰	3
义诊	5
之乎者也	3
之死不渝	5
之死摩它	7
之死靡二	5
之死靡他	7
之死靡它	9
乌七八糟	7
乌云	7
乌压压	9
乌合之众	7
乌天黑地	7
乌有先生	5
乌烟瘴气	7
乌焉成马	3
乌衣之游	7
乌衣子弟	7
乌衣门第	7
乌踆兔走	7
乌集之交	7
乌集之众	7
乌飞兔走	7
乌鸟私情	5
乌龟	7
乍毛变色	5
乏力	1
乏味	7
乏货	3
乐不可支	7
乐不可言	7
乐不思蜀	5
乐业安居	7
乐乐呵呵	7
乐乐陶陶	5
乐事劝功	5
乐于	5
乐以忘忧	5
乐呵呵	5
乐和	5
乐善不倦	7
乐善好义	9
乐善好施	5
乐嗟苦咄	7
乐园	9
乐土	5
乐在其中	5
乐天	3
乐天任命	3
乐天安命	5
乐天知命	3
乐尽哀生	5
乐尽悲来	5
乐山乐水	7
乐山爱水	7
乐往哀来	7
乐得	5
乐悠悠	7
乐意	3
乐成人美	7
乐新厌旧	5
乐昌之镜	5
乐昌分镜	7
乐昌破镜	7
乐极则忧	5
乐极则悲	5
乐极哀来	5
乐极悲来	5
乐极悲生	5
乐极生哀	5
乐极生悲	7
乐此不倦	9
乐此不疲	7
乐滋滋	5
乐祸幸灾	7
乐而不厌	7
乐而不淫	5
乐而不荒	5
乐而忘死	9
乐而忘返	5
乐观	3
乐观主义	7
乐趣	3
乐退安贫	5
乐道	5
乐道好古	5
乐道安命	5
乐道安贫	5
乐道忘饥	7
乐道遗荣	5
乐陶陶	5
乐颠颠	7
乔文假醋	6
乔装	5
乔迁	5
乔迁之喜	5
乖乖	5
乖僻	7
乖刺	5
乖剌	7
乖巧	3
乖张	7
乖戾	7
乖脣蜜舌	5
乖觉	5
乖谬	7
乘人之危	7
乘伪行诈	7
乘兴而来	7
乘虚而入	3
乘车戴笠	1
乘风破浪	3
乘风转舵	5
乘龙	5
乜斜缠帐	5
九世之仇	9
九世同堂	5
九仞一篑	7
九关虎豹	5
九天九地	7
九天揽月	7
九尾狐	5
九死一生	9
九烈三贞	5
九牛二虎之力	1
九衢三市	5
九间大殿	5
九间朝殿	5
九阍虎豹	5
九霄云外	5
九鼎	5
乞哀告怜	3
乞怜	7
乞浆得酒	3
乞灵	5
乞穷俭相	3
乞讨	7
乞降	7
乞食	7
习染	7
习气	7
乡利倍义	5
乡壁虚造	5
乡愿	5
乡谊	3
乡贤	5
乡音	3
书不释手	5
书功竹帛	9
书生之见	5
书生气十足	5
书通二酉	5
书香世家	7
书香人家	5
书香门户	5
书香门第	5
买上告下	7
买上嘱下	7
买好	7
买椟还珠	5
买爵贩官	7
买王得羊	5
买空卖空	5
买笑寻欢	7
买笑迎欢	7
买笑追欢	7
买菜求益	3
买通	7
买铁思金	7
买静求安	3
乱七八糟	7
乱七八遭	7
乱世	7
乱世英雄	9
乱乎	7
乱了方寸	7
乱了营	7
乱伦	5
乱作一团	7
乱作胡为	7
乱兵	7
乱哄哄	7
乱坟岗	4
乱坠天花	3
乱头粗服	3
乱套	7
乱子	7
乱杂	7
乱来	5
乱民	7
乱点鸳鸯	3
乱烘烘	7
乱真	7
乱离	7
乱糟糟	7
乱纷纷	7
乱腾腾	7
乱臣	7
乱臣贼子	9
乱葬岗子	4
乱蓬蓬	7
乱虐并生	9
乱语胡言	7
乱首垢面	7
乱麻麻	5
乳声乳气	5
乳臭	5
乳臭未乾	5
乳臭未干	9
乳臭未除	5
乳臭末干	5
乾乾翼翼	5
乾净利索	5
乾净利落	5
乾啼湿哭	9
乾坤	7
乾坤再造	9
乾巴利脆	5
乾巴利落	5
乾脆利索	5
乾脆利落	5
了不得	7
了不起	7
了不长进	5
了了可见	3
了了解人意	3
了如指掌	7
了得	5
了若指掌	5
了身脱命	7
了身达命	7
予取予夺	5
予取予携	5
予取予求	7
予取于求	5
予智予雄	7
争先恐后	5
争分夺秒	3
争名夺利	5
争吵	7
争嘴	7
争多论少	3
争宠	7
争斗	7
争权夺利	5
争气	5
争长论短	8
事不关己	1
事与原违	5
事与心违	5
事与愿违	7
事倍功半	7
事关重大	1
事务主义	5
事半功倍	3
事半功百	5
事在人为	7
事大主义	5
事实胜于雄辩	1
事必躬亲	7
事捷功倍	5
事故	7
事端	7
事迹	7
二三其德	3
二五眼	7
二佛涅槃	5
二八佳人	5
二分明月	5
二奶	5
二心	7
二心两意	5
二旬九食	1
二流	3
二竖之顽	5
二缶锺惑	5
于今为烈	5
于安思危	5
于家为国	9
于心何忍	5
于心无愧	5
于心有愧	7
于飞	5
亏待	7
亏心	7
亏折	7
亏本	7
亏欠	7
亏空	7
亏蚀	5
亏负	7
云中仙鹤	5
云中白鹤	5
云兴霞蔚	5
云冈石窟	5
云净天空	5
云容月貌	5
云屯席卷	5
云开雾散	5
云开雾释	5
云心水性	5
云心鹤眼	5
云悲海思	5
云愁海思	7
云愁雨怨	5
云树之思	5
云树遥隔	5
云泥之别	5
云泥殊路	5
云消雾散	5
云涌风飞	3
云涌飙发	7
云烟过眼	5
云程发轫	5
云窗月帐	5
云窗月户	5
云窗霞户	5
云翳	5
云舒霞卷	5
云蒸霞蔚	9
云起雪飞	5
云起龙骧	5
云过天空	5
云雨巫山	5
云飞雨散	5
云鬟雾鬓	3
互利	1
互助	1
互惠	1
互相推诿	5
互相残杀	7
互让	1
互通	1
五世其昌	5
五世同堂	5
五体投地	5
五体投诚	9
五光十色	5
五内俱焚	9
五内如焚	9
五彩纷呈	9
五彩缤纷	5
五斗折腰	7
五日京兆	5
五星级	9
五毒惧全	9
五经筒	7
五脊六兽	5
五色无主	7
五行并下	3
五言长城	7
五谷不分	5
五谷丰登	9
五车书	5
五颜六色	3
五风十雨	5
五马分尸	5
五鬼闹判	5
井中视星	3
井井有序	5
井井有方	5
井井有条	7
井井有法	5
井井有绪	5
井底之蛙	5
井底捞月	5
井底虾蟆	7
井底鸣蛙	5
井渫不食	5
井渫莫食	5
井然	3
井然有序	5
井然有条	5
井管拘墟	5
亘古奇闻	9
亘古未有	9
亟亟	5
亟疾苛察	7
亡不旋跬	7
亡不旋踵	7
亡可奈何	7
亡命	7
亡命之徒	7
亡国	5
亡国之器	7
亡国之声	7
亡国之社	7
亡国之音	7
亡国大夫	7
亡国奴	5
亡国灭种	9
亡戟得矛	3
亡猿灾木	7
亡猿祸木	7
亡矢遗镞	3
亡秦三户	9
亡羊补牢	7
亡魂丧胆	9
亡魂失魄	9
亢心憍气	3
交口称誉	9
交响乐队	5
交困	7
交头接耳	3
交好	7
交心	5
交恶	7
交情	1
交战	7
交战国	7
交映	3
交椅	5
交浅言深	3
交火	3
交疏吐诚	3
交相辉映	5
交能易作	5
交臂失之	5
交臂相失	5
交詈聚唾	5
交谊	3
交辉	7
交际花	7
亥豕相望	5
亦步亦趋	7
产褥感染	7
产褥热	7
亨通	5
享乐	7
享乐在后	5
享受	3
享帚自珍	5
享年	5
享有	3
享用	3
享福	5
京京	9
京兆画眉	5
京兆眉妩	5
